instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
11171074,43637,BANKNIFTY2321640700CE,BANKNIFTY,0.0,2023-02-16,40700.0,0.05,25,CE,NFO-OPT,NFO
11171586,43639,BANKNIFTY2321640700PE,BANKNIFTY,0.0,2023-02-16,40700.0,0.05,25,PE,NFO-OPT,NFO
11171842,43640,BANKNIFTY2321640800CE,BANKNIFTY,0.0,2023-02-16,40800.0,0.05,25,CE,NFO-OPT,NFO
11172098,43641,BANKNIFTY2321640800PE,BANKNIFTY,0.0,2023-02-16,40800.0,0.05,25,PE,NFO-OPT,NFO
11172354,43642,BANKNIFTY2321640900CE,BANKNIFTY,0.0,2023-02-16,40900.0,0.05,25,CE,NFO-OPT,NFO
11172610,43643,BANKNIFTY2321640900PE,BANKNIFTY,0.0,2023-02-16,40900.0,0.05,25,PE,NFO-OPT,NFO
11172866,43644,BANKNIFTY2321641000CE,BANKNIFTY,0.0,2023-02-16,41000.0,0.05,25,CE,NFO-OPT,NFO
11174658,43651,BANKNIFTY2321641000PE,BANKNIFTY,0.0,2023-02-16,41000.0,0.05,25,PE,NFO-OPT,NFO
11175682,43655,BANKNIFTY2321641100CE,BANKNIFTY,0.0,2023-02-16,41100.0,0.05,25,CE,NFO-OPT,NFO
11175938,43656,BANKNIFTY2321641100PE,BANKNIFTY,0.0,2023-02-16,41100.0,0.05,25,PE,NFO-OPT,NFO
11176194,43657,BANKNIFTY2321641200CE,BANKNIFTY,0.0,2023-02-16,41200.0,0.05,25,CE,NFO-OPT,NFO
11176450,43658,BANKNIFTY2321641200PE,BANKNIFTY,0.0,2023-02-16,41200.0,0.05,25,PE,NFO-OPT,NFO
11176706,43659,BANKNIFTY2321641300CE,BANKNIFTY,0.0,2023-02-16,41300.0,0.05,25,CE,NFO-OPT,NFO
11178754,43667,BANKNIFTY2321641300PE,BANKNIFTY,0.0,2023-02-16,41300.0,0.05,25,PE,NFO-OPT,NFO
11179010,43668,BANKNIFTY2321641400CE,BANKNIFTY,0.0,2023-02-16,41400.0,0.05,25,CE,NFO-OPT,NFO
11180034,43672,BANKNIFTY2321641400PE,BANKNIFTY,0.0,2023-02-16,41400.0,0.05,25,PE,NFO-OPT,NFO
11180546,43674,BANKNIFTY2321641500CE,BANKNIFTY,0.0,2023-02-16,41500.0,0.05,25,CE,NFO-OPT,NFO
11181570,43678,BANKNIFTY2321641500PE,BANKNIFTY,0.0,2023-02-16,41500.0,0.05,25,PE,NFO-OPT,NFO
11181826,43679,BANKNIFTY2321641600CE,BANKNIFTY,0.0,2023-02-16,41600.0,0.05,25,CE,NFO-OPT,NFO
11182594,43682,BANKNIFTY2321641600PE,BANKNIFTY,0.0,2023-02-16,41600.0,0.05,25,PE,NFO-OPT,NFO
11182850,43683,BANKNIFTY2321641700CE,BANKNIFTY,0.0,2023-02-16,41700.0,0.05,25,CE,NFO-OPT,NFO
11183106,43684,BANKNIFTY2321641700PE,BANKNIFTY,0.0,2023-02-16,41700.0,0.05,25,PE,NFO-OPT,NFO
11183362,43685,BANKNIFTY2321641800CE,BANKNIFTY,0.0,2023-02-16,41800.0,0.05,25,CE,NFO-OPT,NFO
11183618,43686,BANKNIFTY2321641800PE,BANKNIFTY,0.0,2023-02-16,41800.0,0.05,25,PE,NFO-OPT,NFO
11183874,43687,BANKNIFTY2321641900CE,BANKNIFTY,0.0,2023-02-16,41900.0,0.05,25,CE,NFO-OPT,NFO
11184130,43688,BANKNIFTY2321641900PE,BANKNIFTY,0.0,2023-02-16,41900.0,0.05,25,PE,NFO-OPT,NFO
11184386,43689,BANKNIFTY2321642000CE,BANKNIFTY,0.0,2023-02-16,42000.0,0.05,25,CE,NFO-OPT,NFO
11184642,43690,BANKNIFTY2321642000PE,BANKNIFTY,0.0,2023-02-16,42000.0,0.05,25,PE,NFO-OPT,NFO
11184898,43691,BANKNIFTY2321642100CE,BANKNIFTY,0.0,2023-02-16,42100.0,0.05,25,CE,NFO-OPT,NFO
11185410,43693,BANKNIFTY2321642100PE,BANKNIFTY,0.0,2023-02-16,42100.0,0.05,25,PE,NFO-OPT,NFO
11185666,43694,BANKNIFTY2321642200CE,BANKNIFTY,0.0,2023-02-16,42200.0,0.05,25,CE,NFO-OPT,NFO
11185922,43695,BANKNIFTY2321642200PE,BANKNIFTY,0.0,2023-02-16,42200.0,0.05,25,PE,NFO-OPT,NFO
11186178,43696,BANKNIFTY2321642300CE,BANKNIFTY,0.0,2023-02-16,42300.0,0.05,25,CE,NFO-OPT,NFO
11186946,43699,BANKNIFTY2321642300PE,BANKNIFTY,0.0,2023-02-16,42300.0,0.05,25,PE,NFO-OPT,NFO
11187202,43700,BANKNIFTY2321642400CE,BANKNIFTY,0.0,2023-02-16,42400.0,0.05,25,CE,NFO-OPT,NFO
11187458,43701,BANKNIFTY2321642400PE,BANKNIFTY,0.0,2023-02-16,42400.0,0.05,25,PE,NFO-OPT,NFO
11187714,43702,BANKNIFTY2321642500CE,BANKNIFTY,0.0,2023-02-16,42500.0,0.05,25,CE,NFO-OPT,NFO
11188482,43705,BANKNIFTY2321642500PE,BANKNIFTY,0.0,2023-02-16,42500.0,0.05,25,PE,NFO-OPT,NFO
11188738,43706,BANKNIFTY2321642600CE,BANKNIFTY,0.0,2023-02-16,42600.0,0.05,25,CE,NFO-OPT,NFO
11190274,43712,BANKNIFTY2321642600PE,BANKNIFTY,0.0,2023-02-16,42600.0,0.05,25,PE,NFO-OPT,NFO
11190530,43713,BANKNIFTY2321642700CE,BANKNIFTY,0.0,2023-02-16,42700.0,0.05,25,CE,NFO-OPT,NFO
11190786,43714,BANKNIFTY2321642700PE,BANKNIFTY,0.0,2023-02-16,42700.0,0.05,25,PE,NFO-OPT,NFO
11191042,43715,BANKNIFTY2321642800CE,BANKNIFTY,0.0,2023-02-16,42800.0,0.05,25,CE,NFO-OPT,NFO
11191298,43716,BANKNIFTY2321642800PE,BANKNIFTY,0.0,2023-02-16,42800.0,0.05,25,PE,NFO-OPT,NFO
11191554,43717,BANKNIFTY2321642900CE,BANKNIFTY,0.0,2023-02-16,42900.0,0.05,25,CE,NFO-OPT,NFO
11192578,43721,BANKNIFTY2321642900PE,BANKNIFTY,0.0,2023-02-16,42900.0,0.05,25,PE,NFO-OPT,NFO
11193602,43725,BANKNIFTY2321643000CE,BANKNIFTY,0.0,2023-02-16,43000.0,0.05,25,CE,NFO-OPT,NFO
11193858,43726,BANKNIFTY2321643000PE,BANKNIFTY,0.0,2023-02-16,43000.0,0.05,25,PE,NFO-OPT,NFO
11194114,43727,BANKNIFTY2321643100CE,BANKNIFTY,0.0,2023-02-16,43100.0,0.05,25,CE,NFO-OPT,NFO
11194370,43728,BANKNIFTY2321643100PE,BANKNIFTY,0.0,2023-02-16,43100.0,0.05,25,PE,NFO-OPT,NFO
11194626,43729,BANKNIFTY2321643200CE,BANKNIFTY,0.0,2023-02-16,43200.0,0.05,25,CE,NFO-OPT,NFO
11194882,43730,BANKNIFTY2321643200PE,BANKNIFTY,0.0,2023-02-16,43200.0,0.05,25,PE,NFO-OPT,NFO
11195138,43731,BANKNIFTY2321643300CE,BANKNIFTY,0.0,2023-02-16,43300.0,0.05,25,CE,NFO-OPT,NFO
11195394,43732,BANKNIFTY2321643300PE,BANKNIFTY,0.0,2023-02-16,43300.0,0.05,25,PE,NFO-OPT,NFO
11195906,43734,BANKNIFTY2321643400CE,BANKNIFTY,0.0,2023-02-16,43400.0,0.05,25,CE,NFO-OPT,NFO
11196162,43735,BANKNIFTY2321643400PE,BANKNIFTY,0.0,2023-02-16,43400.0,0.05,25,PE,NFO-OPT,NFO
11196418,43736,BANKNIFTY2321643500CE,BANKNIFTY,0.0,2023-02-16,43500.0,0.05,25,CE,NFO-OPT,NFO
11196674,43737,BANKNIFTY2321643500PE,BANKNIFTY,0.0,2023-02-16,43500.0,0.05,25,PE,NFO-OPT,NFO
11196930,43738,BANKNIFTY2321643600CE,BANKNIFTY,0.0,2023-02-16,43600.0,0.05,25,CE,NFO-OPT,NFO
11197186,43739,BANKNIFTY2321643600PE,BANKNIFTY,0.0,2023-02-16,43600.0,0.05,25,PE,NFO-OPT,NFO
11197954,43742,BANKNIFTY2321643700CE,BANKNIFTY,0.0,2023-02-16,43700.0,0.05,25,CE,NFO-OPT,NFO
11198210,43743,BANKNIFTY2321643700PE,BANKNIFTY,0.0,2023-02-16,43700.0,0.05,25,PE,NFO-OPT,NFO
11198466,43744,BANKNIFTY2321643800CE,BANKNIFTY,0.0,2023-02-16,43800.0,0.05,25,CE,NFO-OPT,NFO
11198722,43745,BANKNIFTY2321643800PE,BANKNIFTY,0.0,2023-02-16,43800.0,0.05,25,PE,NFO-OPT,NFO
11198978,43746,BANKNIFTY2321643900CE,BANKNIFTY,0.0,2023-02-16,43900.0,0.05,25,CE,NFO-OPT,NFO
11199234,43747,BANKNIFTY2321643900PE,BANKNIFTY,0.0,2023-02-16,43900.0,0.05,25,PE,NFO-OPT,NFO
11199746,43749,BANKNIFTY2321644000CE,BANKNIFTY,0.0,2023-02-16,44000.0,0.05,25,CE,NFO-OPT,NFO
11200002,43750,BANKNIFTY2321644000PE,BANKNIFTY,0.0,2023-02-16,44000.0,0.05,25,PE,NFO-OPT,NFO
11200258,43751,BANKNIFTY2321644100CE,BANKNIFTY,0.0,2023-02-16,44100.0,0.05,25,CE,NFO-OPT,NFO
11200514,43752,BANKNIFTY2321644100PE,BANKNIFTY,0.0,2023-02-16,44100.0,0.05,25,PE,NFO-OPT,NFO
11200770,43753,BANKNIFTY2321644200CE,BANKNIFTY,0.0,2023-02-16,44200.0,0.05,25,CE,NFO-OPT,NFO
11201026,43754,BANKNIFTY2321644200PE,BANKNIFTY,0.0,2023-02-16,44200.0,0.05,25,PE,NFO-OPT,NFO
11202050,43758,BANKNIFTY2321644300CE,BANKNIFTY,0.0,2023-02-16,44300.0,0.05,25,CE,NFO-OPT,NFO
11203074,43762,BANKNIFTY2321644300PE,BANKNIFTY,0.0,2023-02-16,44300.0,0.05,25,PE,NFO-OPT,NFO
11203330,43763,BANKNIFTY2321644400CE,BANKNIFTY,0.0,2023-02-16,44400.0,0.05,25,CE,NFO-OPT,NFO
11203586,43764,BANKNIFTY2321644400PE,BANKNIFTY,0.0,2023-02-16,44400.0,0.05,25,PE,NFO-OPT,NFO
11203842,43765,BANKNIFTY2321644500CE,BANKNIFTY,0.0,2023-02-16,44500.0,0.05,25,CE,NFO-OPT,NFO
11204098,43766,BANKNIFTY2321644500PE,BANKNIFTY,0.0,2023-02-16,44500.0,0.05,25,PE,NFO-OPT,NFO
11204354,43767,BANKNIFTY2321644600CE,BANKNIFTY,0.0,2023-02-16,44600.0,0.05,25,CE,NFO-OPT,NFO
11204610,43768,BANKNIFTY2321644600PE,BANKNIFTY,0.0,2023-02-16,44600.0,0.05,25,PE,NFO-OPT,NFO
11204866,43769,BANKNIFTY2321644700CE,BANKNIFTY,0.0,2023-02-16,44700.0,0.05,25,CE,NFO-OPT,NFO
11205378,43771,BANKNIFTY2321644700PE,BANKNIFTY,0.0,2023-02-16,44700.0,0.05,25,PE,NFO-OPT,NFO
11205634,43772,BANKNIFTY2321644800CE,BANKNIFTY,0.0,2023-02-16,44800.0,0.05,25,CE,NFO-OPT,NFO
11206146,43774,BANKNIFTY2321644800PE,BANKNIFTY,0.0,2023-02-16,44800.0,0.05,25,PE,NFO-OPT,NFO
11206914,43777,BANKNIFTY2321645000CE,BANKNIFTY,0.0,2023-02-16,45000.0,0.05,25,CE,NFO-OPT,NFO
11212290,43798,BANKNIFTY2321645000PE,BANKNIFTY,0.0,2023-02-16,45000.0,0.05,25,PE,NFO-OPT,NFO
11217666,43819,BANKNIFTY2321645500CE,BANKNIFTY,0.0,2023-02-16,45500.0,0.05,25,CE,NFO-OPT,NFO
11217922,43820,BANKNIFTY2321645500PE,BANKNIFTY,0.0,2023-02-16,45500.0,0.05,25,PE,NFO-OPT,NFO
11221506,43834,BANKNIFTY2321646000CE,BANKNIFTY,0.0,2023-02-16,46000.0,0.05,25,CE,NFO-OPT,NFO
11221762,43835,BANKNIFTY2321646000PE,BANKNIFTY,0.0,2023-02-16,46000.0,0.05,25,PE,NFO-OPT,NFO
11223298,43841,BANKNIFTY2321646500CE,BANKNIFTY,0.0,2023-02-16,46500.0,0.05,25,CE,NFO-OPT,NFO
11224322,43845,BANKNIFTY2321646500PE,BANKNIFTY,0.0,2023-02-16,46500.0,0.05,25,PE,NFO-OPT,NFO
11224578,43846,BANKNIFTY2321647000CE,BANKNIFTY,0.0,2023-02-16,47000.0,0.05,25,CE,NFO-OPT,NFO
11224834,43847,BANKNIFTY2321647000PE,BANKNIFTY,0.0,2023-02-16,47000.0,0.05,25,PE,NFO-OPT,NFO
11225090,43848,BANKNIFTY2321647500CE,BANKNIFTY,0.0,2023-02-16,47500.0,0.05,25,CE,NFO-OPT,NFO
11227650,43858,BANKNIFTY2321647500PE,BANKNIFTY,0.0,2023-02-16,47500.0,0.05,25,PE,NFO-OPT,NFO
11227906,43859,BANKNIFTY2321648000CE,BANKNIFTY,0.0,2023-02-16,48000.0,0.05,25,CE,NFO-OPT,NFO
11228418,43861,BANKNIFTY2321648000PE,BANKNIFTY,0.0,2023-02-16,48000.0,0.05,25,PE,NFO-OPT,NFO
10566146,41274,FINNIFTY2321416000CE,FINNIFTY,0.0,2023-02-14,16000.0,0.05,40,CE,NFO-OPT,NFO
10566402,41275,FINNIFTY2321416000PE,FINNIFTY,0.0,2023-02-14,16000.0,0.05,40,PE,NFO-OPT,NFO
10567426,41279,FINNIFTY2321416100CE,FINNIFTY,0.0,2023-02-14,16100.0,0.05,40,CE,NFO-OPT,NFO
10567682,41280,FINNIFTY2321416100PE,FINNIFTY,0.0,2023-02-14,16100.0,0.05,40,PE,NFO-OPT,NFO
10567938,41281,FINNIFTY2321416200CE,FINNIFTY,0.0,2023-02-14,16200.0,0.05,40,CE,NFO-OPT,NFO
10568194,41282,FINNIFTY2321416200PE,FINNIFTY,0.0,2023-02-14,16200.0,0.05,40,PE,NFO-OPT,NFO
10568450,41283,FINNIFTY2321416300CE,FINNIFTY,0.0,2023-02-14,16300.0,0.05,40,CE,NFO-OPT,NFO
10568706,41284,FINNIFTY2321416300PE,FINNIFTY,0.0,2023-02-14,16300.0,0.05,40,PE,NFO-OPT,NFO
10568962,41285,FINNIFTY2321416400CE,FINNIFTY,0.0,2023-02-14,16400.0,0.05,40,CE,NFO-OPT,NFO
10569218,41286,FINNIFTY2321416400PE,FINNIFTY,0.0,2023-02-14,16400.0,0.05,40,PE,NFO-OPT,NFO
10569986,41289,FINNIFTY2321416500CE,FINNIFTY,0.0,2023-02-14,16500.0,0.05,40,CE,NFO-OPT,NFO
10570242,41290,FINNIFTY2321416500PE,FINNIFTY,0.0,2023-02-14,16500.0,0.05,40,PE,NFO-OPT,NFO
10571778,41296,FINNIFTY2321416600CE,FINNIFTY,0.0,2023-02-14,16600.0,0.05,40,CE,NFO-OPT,NFO
10572802,41300,FINNIFTY2321416600PE,FINNIFTY,0.0,2023-02-14,16600.0,0.05,40,PE,NFO-OPT,NFO
10573570,41303,FINNIFTY2321416700CE,FINNIFTY,0.0,2023-02-14,16700.0,0.05,40,CE,NFO-OPT,NFO
10576898,41316,FINNIFTY2321416700PE,FINNIFTY,0.0,2023-02-14,16700.0,0.05,40,PE,NFO-OPT,NFO
10581250,41333,FINNIFTY2321416800CE,FINNIFTY,0.0,2023-02-14,16800.0,0.05,40,CE,NFO-OPT,NFO
10581506,41334,FINNIFTY2321416800PE,FINNIFTY,0.0,2023-02-14,16800.0,0.05,40,PE,NFO-OPT,NFO
10585090,41348,FINNIFTY2321416900CE,FINNIFTY,0.0,2023-02-14,16900.0,0.05,40,CE,NFO-OPT,NFO
10585346,41349,FINNIFTY2321416900PE,FINNIFTY,0.0,2023-02-14,16900.0,0.05,40,PE,NFO-OPT,NFO
10586626,41354,FINNIFTY2321417000CE,FINNIFTY,0.0,2023-02-14,17000.0,0.05,40,CE,NFO-OPT,NFO
10586882,41355,FINNIFTY2321417000PE,FINNIFTY,0.0,2023-02-14,17000.0,0.05,40,PE,NFO-OPT,NFO
10587138,41356,FINNIFTY2321417050CE,FINNIFTY,0.0,2023-02-14,17050.0,0.05,40,CE,NFO-OPT,NFO
10588930,41363,FINNIFTY2321417050PE,FINNIFTY,0.0,2023-02-14,17050.0,0.05,40,PE,NFO-OPT,NFO
10589698,41366,FINNIFTY2321417100CE,FINNIFTY,0.0,2023-02-14,17100.0,0.05,40,CE,NFO-OPT,NFO
10589954,41367,FINNIFTY2321417100PE,FINNIFTY,0.0,2023-02-14,17100.0,0.05,40,PE,NFO-OPT,NFO
10590466,41369,FINNIFTY2321417150CE,FINNIFTY,0.0,2023-02-14,17150.0,0.05,40,CE,NFO-OPT,NFO
10590978,41371,FINNIFTY2321417150PE,FINNIFTY,0.0,2023-02-14,17150.0,0.05,40,PE,NFO-OPT,NFO
10591746,41374,FINNIFTY2321417200CE,FINNIFTY,0.0,2023-02-14,17200.0,0.05,40,CE,NFO-OPT,NFO
10592258,41376,FINNIFTY2321417200PE,FINNIFTY,0.0,2023-02-14,17200.0,0.05,40,PE,NFO-OPT,NFO
10592514,41377,FINNIFTY2321417250CE,FINNIFTY,0.0,2023-02-14,17250.0,0.05,40,CE,NFO-OPT,NFO
10593538,41381,FINNIFTY2321417250PE,FINNIFTY,0.0,2023-02-14,17250.0,0.05,40,PE,NFO-OPT,NFO
10594050,41383,FINNIFTY2321417300CE,FINNIFTY,0.0,2023-02-14,17300.0,0.05,40,CE,NFO-OPT,NFO
10594306,41384,FINNIFTY2321417300PE,FINNIFTY,0.0,2023-02-14,17300.0,0.05,40,PE,NFO-OPT,NFO
10594562,41385,FINNIFTY2321417350CE,FINNIFTY,0.0,2023-02-14,17350.0,0.05,40,CE,NFO-OPT,NFO
10595586,41389,FINNIFTY2321417350PE,FINNIFTY,0.0,2023-02-14,17350.0,0.05,40,PE,NFO-OPT,NFO
10595842,41390,FINNIFTY2321417400CE,FINNIFTY,0.0,2023-02-14,17400.0,0.05,40,CE,NFO-OPT,NFO
10596354,41392,FINNIFTY2321417400PE,FINNIFTY,0.0,2023-02-14,17400.0,0.05,40,PE,NFO-OPT,NFO
10596610,41393,FINNIFTY2321417450CE,FINNIFTY,0.0,2023-02-14,17450.0,0.05,40,CE,NFO-OPT,NFO
10596866,41394,FINNIFTY2321417450PE,FINNIFTY,0.0,2023-02-14,17450.0,0.05,40,PE,NFO-OPT,NFO
10597122,41395,FINNIFTY2321417500CE,FINNIFTY,0.0,2023-02-14,17500.0,0.05,40,CE,NFO-OPT,NFO
10597378,41396,FINNIFTY2321417500PE,FINNIFTY,0.0,2023-02-14,17500.0,0.05,40,PE,NFO-OPT,NFO
10597634,41397,FINNIFTY2321417550CE,FINNIFTY,0.0,2023-02-14,17550.0,0.05,40,CE,NFO-OPT,NFO
10598914,41402,FINNIFTY2321417550PE,FINNIFTY,0.0,2023-02-14,17550.0,0.05,40,PE,NFO-OPT,NFO
10599170,41403,FINNIFTY2321417600CE,FINNIFTY,0.0,2023-02-14,17600.0,0.05,40,CE,NFO-OPT,NFO
10599426,41404,FINNIFTY2321417600PE,FINNIFTY,0.0,2023-02-14,17600.0,0.05,40,PE,NFO-OPT,NFO
10599682,41405,FINNIFTY2321417650CE,FINNIFTY,0.0,2023-02-14,17650.0,0.05,40,CE,NFO-OPT,NFO
10599938,41406,FINNIFTY2321417650PE,FINNIFTY,0.0,2023-02-14,17650.0,0.05,40,PE,NFO-OPT,NFO
10600194,41407,FINNIFTY2321417700CE,FINNIFTY,0.0,2023-02-14,17700.0,0.05,40,CE,NFO-OPT,NFO
10600450,41408,FINNIFTY2321417700PE,FINNIFTY,0.0,2023-02-14,17700.0,0.05,40,PE,NFO-OPT,NFO
10601218,41411,FINNIFTY2321417750CE,FINNIFTY,0.0,2023-02-14,17750.0,0.05,40,CE,NFO-OPT,NFO
10601474,41412,FINNIFTY2321417750PE,FINNIFTY,0.0,2023-02-14,17750.0,0.05,40,PE,NFO-OPT,NFO
10601730,41413,FINNIFTY2321417800CE,FINNIFTY,0.0,2023-02-14,17800.0,0.05,40,CE,NFO-OPT,NFO
10602498,41416,FINNIFTY2321417800PE,FINNIFTY,0.0,2023-02-14,17800.0,0.05,40,PE,NFO-OPT,NFO
10602754,41417,FINNIFTY2321417850CE,FINNIFTY,0.0,2023-02-14,17850.0,0.05,40,CE,NFO-OPT,NFO
10606594,41432,FINNIFTY2321417850PE,FINNIFTY,0.0,2023-02-14,17850.0,0.05,40,PE,NFO-OPT,NFO
10606850,41433,FINNIFTY2321417900CE,FINNIFTY,0.0,2023-02-14,17900.0,0.05,40,CE,NFO-OPT,NFO
10607106,41434,FINNIFTY2321417900PE,FINNIFTY,0.0,2023-02-14,17900.0,0.05,40,PE,NFO-OPT,NFO
10608130,41438,FINNIFTY2321417950CE,FINNIFTY,0.0,2023-02-14,17950.0,0.05,40,CE,NFO-OPT,NFO
10608386,41439,FINNIFTY2321417950PE,FINNIFTY,0.0,2023-02-14,17950.0,0.05,40,PE,NFO-OPT,NFO
10608898,41441,FINNIFTY2321418000CE,FINNIFTY,0.0,2023-02-14,18000.0,0.05,40,CE,NFO-OPT,NFO
10609154,41442,FINNIFTY2321418000PE,FINNIFTY,0.0,2023-02-14,18000.0,0.05,40,PE,NFO-OPT,NFO
10609410,41443,FINNIFTY2321418050CE,FINNIFTY,0.0,2023-02-14,18050.0,0.05,40,CE,NFO-OPT,NFO
10609666,41444,FINNIFTY2321418050PE,FINNIFTY,0.0,2023-02-14,18050.0,0.05,40,PE,NFO-OPT,NFO
10609922,41445,FINNIFTY2321418100CE,FINNIFTY,0.0,2023-02-14,18100.0,0.05,40,CE,NFO-OPT,NFO
10610178,41446,FINNIFTY2321418100PE,FINNIFTY,0.0,2023-02-14,18100.0,0.05,40,PE,NFO-OPT,NFO
10610946,41449,FINNIFTY2321418150CE,FINNIFTY,0.0,2023-02-14,18150.0,0.05,40,CE,NFO-OPT,NFO
10611458,41451,FINNIFTY2321418150PE,FINNIFTY,0.0,2023-02-14,18150.0,0.05,40,PE,NFO-OPT,NFO
10611714,41452,FINNIFTY2321418200CE,FINNIFTY,0.0,2023-02-14,18200.0,0.05,40,CE,NFO-OPT,NFO
10612482,41455,FINNIFTY2321418200PE,FINNIFTY,0.0,2023-02-14,18200.0,0.05,40,PE,NFO-OPT,NFO
10612738,41456,FINNIFTY2321418250CE,FINNIFTY,0.0,2023-02-14,18250.0,0.05,40,CE,NFO-OPT,NFO
10613250,41458,FINNIFTY2321418250PE,FINNIFTY,0.0,2023-02-14,18250.0,0.05,40,PE,NFO-OPT,NFO
10613506,41459,FINNIFTY2321418300CE,FINNIFTY,0.0,2023-02-14,18300.0,0.05,40,CE,NFO-OPT,NFO
10614530,41463,FINNIFTY2321418300PE,FINNIFTY,0.0,2023-02-14,18300.0,0.05,40,PE,NFO-OPT,NFO
10614786,41464,FINNIFTY2321418350CE,FINNIFTY,0.0,2023-02-14,18350.0,0.05,40,CE,NFO-OPT,NFO
10616322,41470,FINNIFTY2321418350PE,FINNIFTY,0.0,2023-02-14,18350.0,0.05,40,PE,NFO-OPT,NFO
10616578,41471,FINNIFTY2321418400CE,FINNIFTY,0.0,2023-02-14,18400.0,0.05,40,CE,NFO-OPT,NFO
10618882,41480,FINNIFTY2321418400PE,FINNIFTY,0.0,2023-02-14,18400.0,0.05,40,PE,NFO-OPT,NFO
10619138,41481,FINNIFTY2321418450CE,FINNIFTY,0.0,2023-02-14,18450.0,0.05,40,CE,NFO-OPT,NFO
10619394,41482,FINNIFTY2321418450PE,FINNIFTY,0.0,2023-02-14,18450.0,0.05,40,PE,NFO-OPT,NFO
10619650,41483,FINNIFTY2321418500CE,FINNIFTY,0.0,2023-02-14,18500.0,0.05,40,CE,NFO-OPT,NFO
10621954,41492,FINNIFTY2321418500PE,FINNIFTY,0.0,2023-02-14,18500.0,0.05,40,PE,NFO-OPT,NFO
10622722,41495,FINNIFTY2321418550CE,FINNIFTY,0.0,2023-02-14,18550.0,0.05,40,CE,NFO-OPT,NFO
10624770,41503,FINNIFTY2321418550PE,FINNIFTY,0.0,2023-02-14,18550.0,0.05,40,PE,NFO-OPT,NFO
10625026,41504,FINNIFTY2321418600CE,FINNIFTY,0.0,2023-02-14,18600.0,0.05,40,CE,NFO-OPT,NFO
10625282,41505,FINNIFTY2321418600PE,FINNIFTY,0.0,2023-02-14,18600.0,0.05,40,PE,NFO-OPT,NFO
10625794,41507,FINNIFTY2321418650CE,FINNIFTY,0.0,2023-02-14,18650.0,0.05,40,CE,NFO-OPT,NFO
10626050,41508,FINNIFTY2321418650PE,FINNIFTY,0.0,2023-02-14,18650.0,0.05,40,PE,NFO-OPT,NFO
10626818,41511,FINNIFTY2321418700CE,FINNIFTY,0.0,2023-02-14,18700.0,0.05,40,CE,NFO-OPT,NFO
10627842,41515,FINNIFTY2321418700PE,FINNIFTY,0.0,2023-02-14,18700.0,0.05,40,PE,NFO-OPT,NFO
10628098,41516,FINNIFTY2321418750CE,FINNIFTY,0.0,2023-02-14,18750.0,0.05,40,CE,NFO-OPT,NFO
10628354,41517,FINNIFTY2321418750PE,FINNIFTY,0.0,2023-02-14,18750.0,0.05,40,PE,NFO-OPT,NFO
10628610,41518,FINNIFTY2321418800CE,FINNIFTY,0.0,2023-02-14,18800.0,0.05,40,CE,NFO-OPT,NFO
10628866,41519,FINNIFTY2321418800PE,FINNIFTY,0.0,2023-02-14,18800.0,0.05,40,PE,NFO-OPT,NFO
10629122,41520,FINNIFTY2321418850CE,FINNIFTY,0.0,2023-02-14,18850.0,0.05,40,CE,NFO-OPT,NFO
10634498,41541,FINNIFTY2321418850PE,FINNIFTY,0.0,2023-02-14,18850.0,0.05,40,PE,NFO-OPT,NFO
10634754,41542,FINNIFTY2321418900CE,FINNIFTY,0.0,2023-02-14,18900.0,0.05,40,CE,NFO-OPT,NFO
10635010,41543,FINNIFTY2321418900PE,FINNIFTY,0.0,2023-02-14,18900.0,0.05,40,PE,NFO-OPT,NFO
10635266,41544,FINNIFTY2321418950CE,FINNIFTY,0.0,2023-02-14,18950.0,0.05,40,CE,NFO-OPT,NFO
10635522,41545,FINNIFTY2321418950PE,FINNIFTY,0.0,2023-02-14,18950.0,0.05,40,PE,NFO-OPT,NFO
10635778,41546,FINNIFTY2321419000CE,FINNIFTY,0.0,2023-02-14,19000.0,0.05,40,CE,NFO-OPT,NFO
10638594,41557,FINNIFTY2321419000PE,FINNIFTY,0.0,2023-02-14,19000.0,0.05,40,PE,NFO-OPT,NFO
10639362,41560,FINNIFTY2321419050CE,FINNIFTY,0.0,2023-02-14,19050.0,0.05,40,CE,NFO-OPT,NFO
10639874,41562,FINNIFTY2321419050PE,FINNIFTY,0.0,2023-02-14,19050.0,0.05,40,PE,NFO-OPT,NFO
10640642,41565,FINNIFTY2321419100CE,FINNIFTY,0.0,2023-02-14,19100.0,0.05,40,CE,NFO-OPT,NFO
10640898,41566,FINNIFTY2321419100PE,FINNIFTY,0.0,2023-02-14,19100.0,0.05,40,PE,NFO-OPT,NFO
10641154,41567,FINNIFTY2321419150CE,FINNIFTY,0.0,2023-02-14,19150.0,0.05,40,CE,NFO-OPT,NFO
10641410,41568,FINNIFTY2321419150PE,FINNIFTY,0.0,2023-02-14,19150.0,0.05,40,PE,NFO-OPT,NFO
10641666,41569,FINNIFTY2321419200CE,FINNIFTY,0.0,2023-02-14,19200.0,0.05,40,CE,NFO-OPT,NFO
10641922,41570,FINNIFTY2321419200PE,FINNIFTY,0.0,2023-02-14,19200.0,0.05,40,PE,NFO-OPT,NFO
