instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
14799618,57811,BANKNIFTY23FEB39200CE,BANKNIFTY,0.0,2023-02-23,39200.0,0.05,25,CE,NFO-OPT,NFO
14799874,57812,BANKNIFTY23FEB39200PE,BANKNIFTY,0.0,2023-02-23,39200.0,0.05,25,PE,NFO-OPT,NFO
14800130,57813,BANKNIFTY23FEB39300CE,BANKNIFTY,0.0,2023-02-23,39300.0,0.05,25,CE,NFO-OPT,NFO
14800386,57814,BANKNIFTY23FEB39300PE,BANKNIFTY,0.0,2023-02-23,39300.0,0.05,25,PE,NFO-OPT,NFO
14800642,57815,BANKNIFTY23FEB39400CE,BANKNIFTY,0.0,2023-02-23,39400.0,0.05,25,CE,NFO-OPT,NFO
14800898,57816,BANKNIFTY23FEB39400PE,BANKNIFTY,0.0,2023-02-23,39400.0,0.05,25,PE,NFO-OPT,NFO
14801154,57817,BANKNIFTY23FEB39500CE,BANKNIFTY,0.0,2023-02-23,39500.0,0.05,25,CE,NFO-OPT,NFO
14801410,57818,BANKNIFTY23FEB39500PE,BANKNIFTY,0.0,2023-02-23,39500.0,0.05,25,PE,NFO-OPT,NFO
14801666,57819,BANKNIFTY23FEB39600CE,BANKNIFTY,0.0,2023-02-23,39600.0,0.05,25,CE,NFO-OPT,NFO
14801922,57820,BANKNIFTY23FEB39600PE,BANKNIFTY,0.0,2023-02-23,39600.0,0.05,25,PE,NFO-OPT,NFO
14802178,57821,BANKNIFTY23FEB39700CE,BANKNIFTY,0.0,2023-02-23,39700.0,0.05,25,CE,NFO-OPT,NFO
14802434,57822,BANKNIFTY23FEB39700PE,BANKNIFTY,0.0,2023-02-23,39700.0,0.05,25,PE,NFO-OPT,NFO
14802690,57823,BANKNIFTY23FEB39800CE,BANKNIFTY,0.0,2023-02-23,39800.0,0.05,25,CE,NFO-OPT,NFO
14802946,57824,BANKNIFTY23FEB39800PE,BANKNIFTY,0.0,2023-02-23,39800.0,0.05,25,PE,NFO-OPT,NFO
14803202,57825,BANKNIFTY23FEB39900CE,BANKNIFTY,0.0,2023-02-23,39900.0,0.05,25,CE,NFO-OPT,NFO
14803458,57826,BANKNIFTY23FEB39900PE,BANKNIFTY,0.0,2023-02-23,39900.0,0.05,25,PE,NFO-OPT,NFO
14803714,57827,BANKNIFTY23FEB40000CE,BANKNIFTY,0.0,2023-02-23,40000.0,0.05,25,CE,NFO-OPT,NFO
14803970,57828,BANKNIFTY23FEB40000PE,BANKNIFTY,0.0,2023-02-23,40000.0,0.05,25,PE,NFO-OPT,NFO
14804226,57829,BANKNIFTY23FEB40100CE,BANKNIFTY,0.0,2023-02-23,40100.0,0.05,25,CE,NFO-OPT,NFO
14804482,57830,BANKNIFTY23FEB40100PE,BANKNIFTY,0.0,2023-02-23,40100.0,0.05,25,PE,NFO-OPT,NFO
14804738,57831,BANKNIFTY23FEB40200CE,BANKNIFTY,0.0,2023-02-23,40200.0,0.05,25,CE,NFO-OPT,NFO
14804994,57832,BANKNIFTY23FEB40200PE,BANKNIFTY,0.0,2023-02-23,40200.0,0.05,25,PE,NFO-OPT,NFO
14805250,57833,BANKNIFTY23FEB40300CE,BANKNIFTY,0.0,2023-02-23,40300.0,0.05,25,CE,NFO-OPT,NFO
14805506,57834,BANKNIFTY23FEB40300PE,BANKNIFTY,0.0,2023-02-23,40300.0,0.05,25,PE,NFO-OPT,NFO
14805762,57835,BANKNIFTY23FEB40400CE,BANKNIFTY,0.0,2023-02-23,40400.0,0.05,25,CE,NFO-OPT,NFO
14806018,57836,BANKNIFTY23FEB40400PE,BANKNIFTY,0.0,2023-02-23,40400.0,0.05,25,PE,NFO-OPT,NFO
14806274,57837,BANKNIFTY23FEB40500CE,BANKNIFTY,0.0,2023-02-23,40500.0,0.05,25,CE,NFO-OPT,NFO
14806530,57838,BANKNIFTY23FEB40500PE,BANKNIFTY,0.0,2023-02-23,40500.0,0.05,25,PE,NFO-OPT,NFO
14806786,57839,BANKNIFTY23FEB40600CE,BANKNIFTY,0.0,2023-02-23,40600.0,0.05,25,CE,NFO-OPT,NFO
14807042,57840,BANKNIFTY23FEB40600PE,BANKNIFTY,0.0,2023-02-23,40600.0,0.05,25,PE,NFO-OPT,NFO
14807298,57841,BANKNIFTY23FEB40700CE,BANKNIFTY,0.0,2023-02-23,40700.0,0.05,25,CE,NFO-OPT,NFO
14807554,57842,BANKNIFTY23FEB40700PE,BANKNIFTY,0.0,2023-02-23,40700.0,0.05,25,PE,NFO-OPT,NFO
14807810,57843,BANKNIFTY23FEB40800CE,BANKNIFTY,0.0,2023-02-23,40800.0,0.05,25,CE,NFO-OPT,NFO
14808066,57844,BANKNIFTY23FEB40800PE,BANKNIFTY,0.0,2023-02-23,40800.0,0.05,25,PE,NFO-OPT,NFO
14808322,57845,BANKNIFTY23FEB40900CE,BANKNIFTY,0.0,2023-02-23,40900.0,0.05,25,CE,NFO-OPT,NFO
14808578,57846,BANKNIFTY23FEB40900PE,BANKNIFTY,0.0,2023-02-23,40900.0,0.05,25,PE,NFO-OPT,NFO
14808834,57847,BANKNIFTY23FEB41000CE,BANKNIFTY,0.0,2023-02-23,41000.0,0.05,25,CE,NFO-OPT,NFO
14809090,57848,BANKNIFTY23FEB41000PE,BANKNIFTY,0.0,2023-02-23,41000.0,0.05,25,PE,NFO-OPT,NFO
14809346,57849,BANKNIFTY23FEB41100CE,BANKNIFTY,0.0,2023-02-23,41100.0,0.05,25,CE,NFO-OPT,NFO
14809602,57850,BANKNIFTY23FEB41100PE,BANKNIFTY,0.0,2023-02-23,41100.0,0.05,25,PE,NFO-OPT,NFO
14809858,57851,BANKNIFTY23FEB41200CE,BANKNIFTY,0.0,2023-02-23,41200.0,0.05,25,CE,NFO-OPT,NFO
14810114,57852,BANKNIFTY23FEB41200PE,BANKNIFTY,0.0,2023-02-23,41200.0,0.05,25,PE,NFO-OPT,NFO
14810370,57853,BANKNIFTY23FEB41300CE,BANKNIFTY,0.0,2023-02-23,41300.0,0.05,25,CE,NFO-OPT,NFO
14810626,57854,BANKNIFTY23FEB41300PE,BANKNIFTY,0.0,2023-02-23,41300.0,0.05,25,PE,NFO-OPT,NFO
14810882,57855,BANKNIFTY23FEB41400CE,BANKNIFTY,0.0,2023-02-23,41400.0,0.05,25,CE,NFO-OPT,NFO
14811138,57856,BANKNIFTY23FEB41400PE,BANKNIFTY,0.0,2023-02-23,41400.0,0.05,25,PE,NFO-OPT,NFO
14811394,57857,BANKNIFTY23FEB41500CE,BANKNIFTY,0.0,2023-02-23,41500.0,0.05,25,CE,NFO-OPT,NFO
14811650,57858,BANKNIFTY23FEB41500PE,BANKNIFTY,0.0,2023-02-23,41500.0,0.05,25,PE,NFO-OPT,NFO
14811906,57859,BANKNIFTY23FEB41600CE,BANKNIFTY,0.0,2023-02-23,41600.0,0.05,25,CE,NFO-OPT,NFO
14812162,57860,BANKNIFTY23FEB41600PE,BANKNIFTY,0.0,2023-02-23,41600.0,0.05,25,PE,NFO-OPT,NFO
14812418,57861,BANKNIFTY23FEB41700CE,BANKNIFTY,0.0,2023-02-23,41700.0,0.05,25,CE,NFO-OPT,NFO
14812674,57862,BANKNIFTY23FEB41700PE,BANKNIFTY,0.0,2023-02-23,41700.0,0.05,25,PE,NFO-OPT,NFO
14812930,57863,BANKNIFTY23FEB41800CE,BANKNIFTY,0.0,2023-02-23,41800.0,0.05,25,CE,NFO-OPT,NFO
14813186,57864,BANKNIFTY23FEB41800PE,BANKNIFTY,0.0,2023-02-23,41800.0,0.05,25,PE,NFO-OPT,NFO
14813442,57865,BANKNIFTY23FEB41900CE,BANKNIFTY,0.0,2023-02-23,41900.0,0.05,25,CE,NFO-OPT,NFO
14813698,57866,BANKNIFTY23FEB41900PE,BANKNIFTY,0.0,2023-02-23,41900.0,0.05,25,PE,NFO-OPT,NFO
14813954,57867,BANKNIFTY23FEB42000CE,BANKNIFTY,0.0,2023-02-23,42000.0,0.05,25,CE,NFO-OPT,NFO
14814210,57868,BANKNIFTY23FEB42000PE,BANKNIFTY,0.0,2023-02-23,42000.0,0.05,25,PE,NFO-OPT,NFO
14814466,57869,BANKNIFTY23FEB42100CE,BANKNIFTY,0.0,2023-02-23,42100.0,0.05,25,CE,NFO-OPT,NFO
14814722,57870,BANKNIFTY23FEB42100PE,BANKNIFTY,0.0,2023-02-23,42100.0,0.05,25,PE,NFO-OPT,NFO
14814978,57871,BANKNIFTY23FEB42200CE,BANKNIFTY,0.0,2023-02-23,42200.0,0.05,25,CE,NFO-OPT,NFO
14815234,57872,BANKNIFTY23FEB42200PE,BANKNIFTY,0.0,2023-02-23,42200.0,0.05,25,PE,NFO-OPT,NFO
14815490,57873,BANKNIFTY23FEB42300CE,BANKNIFTY,0.0,2023-02-23,42300.0,0.05,25,CE,NFO-OPT,NFO
14815746,57874,BANKNIFTY23FEB42300PE,BANKNIFTY,0.0,2023-02-23,42300.0,0.05,25,PE,NFO-OPT,NFO
14816002,57875,BANKNIFTY23FEB42400CE,BANKNIFTY,0.0,2023-02-23,42400.0,0.05,25,CE,NFO-OPT,NFO
14816258,57876,BANKNIFTY23FEB42400PE,BANKNIFTY,0.0,2023-02-23,42400.0,0.05,25,PE,NFO-OPT,NFO
14816514,57877,BANKNIFTY23FEB42500CE,BANKNIFTY,0.0,2023-02-23,42500.0,0.05,25,CE,NFO-OPT,NFO
14816770,57878,BANKNIFTY23FEB42500PE,BANKNIFTY,0.0,2023-02-23,42500.0,0.05,25,PE,NFO-OPT,NFO
14817026,57879,BANKNIFTY23FEB42600CE,BANKNIFTY,0.0,2023-02-23,42600.0,0.05,25,CE,NFO-OPT,NFO
14817282,57880,BANKNIFTY23FEB42600PE,BANKNIFTY,0.0,2023-02-23,42600.0,0.05,25,PE,NFO-OPT,NFO
14817538,57881,BANKNIFTY23FEB42700CE,BANKNIFTY,0.0,2023-02-23,42700.0,0.05,25,CE,NFO-OPT,NFO
14817794,57882,BANKNIFTY23FEB42700PE,BANKNIFTY,0.0,2023-02-23,42700.0,0.05,25,PE,NFO-OPT,NFO
14818050,57883,BANKNIFTY23FEB42800CE,BANKNIFTY,0.0,2023-02-23,42800.0,0.05,25,CE,NFO-OPT,NFO
14818306,57884,BANKNIFTY23FEB42800PE,BANKNIFTY,0.0,2023-02-23,42800.0,0.05,25,PE,NFO-OPT,NFO
14818562,57885,BANKNIFTY23FEB42900CE,BANKNIFTY,0.0,2023-02-23,42900.0,0.05,25,CE,NFO-OPT,NFO
14818818,57886,BANKNIFTY23FEB42900PE,BANKNIFTY,0.0,2023-02-23,42900.0,0.05,25,PE,NFO-OPT,NFO
14819074,57887,BANKNIFTY23FEB43000CE,BANKNIFTY,0.0,2023-02-23,43000.0,0.05,25,CE,NFO-OPT,NFO
14819330,57888,BANKNIFTY23FEB43000PE,BANKNIFTY,0.0,2023-02-23,43000.0,0.05,25,PE,NFO-OPT,NFO
14819586,57889,BANKNIFTY23FEB43100CE,BANKNIFTY,0.0,2023-02-23,43100.0,0.05,25,CE,NFO-OPT,NFO
14819842,57890,BANKNIFTY23FEB43100PE,BANKNIFTY,0.0,2023-02-23,43100.0,0.05,25,PE,NFO-OPT,NFO
14820098,57891,BANKNIFTY23FEB43200CE,BANKNIFTY,0.0,2023-02-23,43200.0,0.05,25,CE,NFO-OPT,NFO
14820354,57892,BANKNIFTY23FEB43200PE,BANKNIFTY,0.0,2023-02-23,43200.0,0.05,25,PE,NFO-OPT,NFO
14820610,57893,BANKNIFTY23FEB43300CE,BANKNIFTY,0.0,2023-02-23,43300.0,0.05,25,CE,NFO-OPT,NFO
14820866,57894,BANKNIFTY23FEB43300PE,BANKNIFTY,0.0,2023-02-23,43300.0,0.05,25,PE,NFO-OPT,NFO
14821122,57895,BANKNIFTY23FEB43400CE,BANKNIFTY,0.0,2023-02-23,43400.0,0.05,25,CE,NFO-OPT,NFO
14821378,57896,BANKNIFTY23FEB43400PE,BANKNIFTY,0.0,2023-02-23,43400.0,0.05,25,PE,NFO-OPT,NFO
14821634,57897,BANKNIFTY23FEB43500CE,BANKNIFTY,0.0,2023-02-23,43500.0,0.05,25,CE,NFO-OPT,NFO
14821890,57898,BANKNIFTY23FEB43500PE,BANKNIFTY,0.0,2023-02-23,43500.0,0.05,25,PE,NFO-OPT,NFO
14822146,57899,BANKNIFTY23FEB43600CE,BANKNIFTY,0.0,2023-02-23,43600.0,0.05,25,CE,NFO-OPT,NFO
14822402,57900,BANKNIFTY23FEB43600PE,BANKNIFTY,0.0,2023-02-23,43600.0,0.05,25,PE,NFO-OPT,NFO
14822658,57901,BANKNIFTY23FEB43700CE,BANKNIFTY,0.0,2023-02-23,43700.0,0.05,25,CE,NFO-OPT,NFO
14822914,57902,BANKNIFTY23FEB43700PE,BANKNIFTY,0.0,2023-02-23,43700.0,0.05,25,PE,NFO-OPT,NFO
14823170,57903,BANKNIFTY23FEB43800CE,BANKNIFTY,0.0,2023-02-23,43800.0,0.05,25,CE,NFO-OPT,NFO
14823938,57906,BANKNIFTY23FEB43800PE,BANKNIFTY,0.0,2023-02-23,43800.0,0.05,25,PE,NFO-OPT,NFO
14824194,57907,BANKNIFTY23FEB43900CE,BANKNIFTY,0.0,2023-02-23,43900.0,0.05,25,CE,NFO-OPT,NFO
14824962,57910,BANKNIFTY23FEB43900PE,BANKNIFTY,0.0,2023-02-23,43900.0,0.05,25,PE,NFO-OPT,NFO
14825218,57911,BANKNIFTY23FEB44000CE,BANKNIFTY,0.0,2023-02-23,44000.0,0.05,25,CE,NFO-OPT,NFO
14825474,57912,BANKNIFTY23FEB44000PE,BANKNIFTY,0.0,2023-02-23,44000.0,0.05,25,PE,NFO-OPT,NFO
14825730,57913,BANKNIFTY23FEB44100CE,BANKNIFTY,0.0,2023-02-23,44100.0,0.05,25,CE,NFO-OPT,NFO
14826242,57915,BANKNIFTY23FEB44100PE,BANKNIFTY,0.0,2023-02-23,44100.0,0.05,25,PE,NFO-OPT,NFO
14826498,57916,BANKNIFTY23FEB44200CE,BANKNIFTY,0.0,2023-02-23,44200.0,0.05,25,CE,NFO-OPT,NFO
14826754,57917,BANKNIFTY23FEB44200PE,BANKNIFTY,0.0,2023-02-23,44200.0,0.05,25,PE,NFO-OPT,NFO
14827010,57918,BANKNIFTY23FEB44300CE,BANKNIFTY,0.0,2023-02-23,44300.0,0.05,25,CE,NFO-OPT,NFO
14827266,57919,BANKNIFTY23FEB44300PE,BANKNIFTY,0.0,2023-02-23,44300.0,0.05,25,PE,NFO-OPT,NFO
14827522,57920,BANKNIFTY23FEB44400CE,BANKNIFTY,0.0,2023-02-23,44400.0,0.05,25,CE,NFO-OPT,NFO
14828290,57923,BANKNIFTY23FEB44400PE,BANKNIFTY,0.0,2023-02-23,44400.0,0.05,25,PE,NFO-OPT,NFO
14828546,57924,BANKNIFTY23FEB44500CE,BANKNIFTY,0.0,2023-02-23,44500.0,0.05,25,CE,NFO-OPT,NFO
14828802,57925,BANKNIFTY23FEB44500PE,BANKNIFTY,0.0,2023-02-23,44500.0,0.05,25,PE,NFO-OPT,NFO
14829058,57926,BANKNIFTY23FEB44600CE,BANKNIFTY,0.0,2023-02-23,44600.0,0.05,25,CE,NFO-OPT,NFO
14829314,57927,BANKNIFTY23FEB44600PE,BANKNIFTY,0.0,2023-02-23,44600.0,0.05,25,PE,NFO-OPT,NFO
14830594,57932,BANKNIFTY23FEB44700CE,BANKNIFTY,0.0,2023-02-23,44700.0,0.05,25,CE,NFO-OPT,NFO
14830850,57933,BANKNIFTY23FEB44700PE,BANKNIFTY,0.0,2023-02-23,44700.0,0.05,25,PE,NFO-OPT,NFO
14831106,57934,BANKNIFTY23FEB44800CE,BANKNIFTY,0.0,2023-02-23,44800.0,0.05,25,CE,NFO-OPT,NFO
14831362,57935,BANKNIFTY23FEB44800PE,BANKNIFTY,0.0,2023-02-23,44800.0,0.05,25,PE,NFO-OPT,NFO
14831618,57936,BANKNIFTY23FEB44900CE,BANKNIFTY,0.0,2023-02-23,44900.0,0.05,25,CE,NFO-OPT,NFO
14831874,57937,BANKNIFTY23FEB44900PE,BANKNIFTY,0.0,2023-02-23,44900.0,0.05,25,PE,NFO-OPT,NFO
14834434,57947,BANKNIFTY23FEB45000CE,BANKNIFTY,0.0,2023-02-23,45000.0,0.05,25,CE,NFO-OPT,NFO
14834946,57949,BANKNIFTY23FEB45000PE,BANKNIFTY,0.0,2023-02-23,45000.0,0.05,25,PE,NFO-OPT,NFO
14835202,57950,BANKNIFTY23FEB45100CE,BANKNIFTY,0.0,2023-02-23,45100.0,0.05,25,CE,NFO-OPT,NFO
14835458,57951,BANKNIFTY23FEB45100PE,BANKNIFTY,0.0,2023-02-23,45100.0,0.05,25,PE,NFO-OPT,NFO
14835714,57952,BANKNIFTY23FEB45200CE,BANKNIFTY,0.0,2023-02-23,45200.0,0.05,25,CE,NFO-OPT,NFO
14835970,57953,BANKNIFTY23FEB45200PE,BANKNIFTY,0.0,2023-02-23,45200.0,0.05,25,PE,NFO-OPT,NFO
14836226,57954,BANKNIFTY23FEB45300CE,BANKNIFTY,0.0,2023-02-23,45300.0,0.05,25,CE,NFO-OPT,NFO
14836482,57955,BANKNIFTY23FEB45300PE,BANKNIFTY,0.0,2023-02-23,45300.0,0.05,25,PE,NFO-OPT,NFO
14836738,57956,BANKNIFTY23FEB45400CE,BANKNIFTY,0.0,2023-02-23,45400.0,0.05,25,CE,NFO-OPT,NFO
14836994,57957,BANKNIFTY23FEB45400PE,BANKNIFTY,0.0,2023-02-23,45400.0,0.05,25,PE,NFO-OPT,NFO
14838786,57964,BANKNIFTY23FEB45500CE,BANKNIFTY,0.0,2023-02-23,45500.0,0.05,25,CE,NFO-OPT,NFO
14839042,57965,BANKNIFTY23FEB45500PE,BANKNIFTY,0.0,2023-02-23,45500.0,0.05,25,PE,NFO-OPT,NFO
14839298,57966,BANKNIFTY23FEB45600CE,BANKNIFTY,0.0,2023-02-23,45600.0,0.05,25,CE,NFO-OPT,NFO
14839554,57967,BANKNIFTY23FEB45600PE,BANKNIFTY,0.0,2023-02-23,45600.0,0.05,25,PE,NFO-OPT,NFO
14839810,57968,BANKNIFTY23FEB45700CE,BANKNIFTY,0.0,2023-02-23,45700.0,0.05,25,CE,NFO-OPT,NFO
14840066,57969,BANKNIFTY23FEB45700PE,BANKNIFTY,0.0,2023-02-23,45700.0,0.05,25,PE,NFO-OPT,NFO
14841858,57976,BANKNIFTY23FEB45800CE,BANKNIFTY,0.0,2023-02-23,45800.0,0.05,25,CE,NFO-OPT,NFO
14842114,57977,BANKNIFTY23FEB45800PE,BANKNIFTY,0.0,2023-02-23,45800.0,0.05,25,PE,NFO-OPT,NFO
14842370,57978,BANKNIFTY23FEB45900CE,BANKNIFTY,0.0,2023-02-23,45900.0,0.05,25,CE,NFO-OPT,NFO
14842626,57979,BANKNIFTY23FEB45900PE,BANKNIFTY,0.0,2023-02-23,45900.0,0.05,25,PE,NFO-OPT,NFO
14842882,57980,BANKNIFTY23FEB46000CE,BANKNIFTY,0.0,2023-02-23,46000.0,0.05,25,CE,NFO-OPT,NFO
14843138,57981,BANKNIFTY23FEB46000PE,BANKNIFTY,0.0,2023-02-23,46000.0,0.05,25,PE,NFO-OPT,NFO
14846466,57994,BANKNIFTY23FEB46500CE,BANKNIFTY,0.0,2023-02-23,46500.0,0.05,25,CE,NFO-OPT,NFO
14847490,57998,BANKNIFTY23FEB46500PE,BANKNIFTY,0.0,2023-02-23,46500.0,0.05,25,PE,NFO-OPT,NFO
14853122,58020,BANKNIFTY23FEB47000CE,BANKNIFTY,0.0,2023-02-23,47000.0,0.05,25,CE,NFO-OPT,NFO
14853890,58023,BANKNIFTY23FEB47000PE,BANKNIFTY,0.0,2023-02-23,47000.0,0.05,25,PE,NFO-OPT,NFO
14854658,58026,BANKNIFTY23FEB47500CE,BANKNIFTY,0.0,2023-02-23,47500.0,0.05,25,CE,NFO-OPT,NFO
14854914,58027,BANKNIFTY23FEB47500PE,BANKNIFTY,0.0,2023-02-23,47500.0,0.05,25,PE,NFO-OPT,NFO
14855426,58029,BANKNIFTY23FEB48000CE,BANKNIFTY,0.0,2023-02-23,48000.0,0.05,25,CE,NFO-OPT,NFO
14855682,58030,BANKNIFTY23FEB48000PE,BANKNIFTY,0.0,2023-02-23,48000.0,0.05,25,PE,NFO-OPT,NFO
14855938,58031,BANKNIFTY23FEB48500CE,BANKNIFTY,0.0,2023-02-23,48500.0,0.05,25,CE,NFO-OPT,NFO
14856194,58032,BANKNIFTY23FEB48500PE,BANKNIFTY,0.0,2023-02-23,48500.0,0.05,25,PE,NFO-OPT,NFO
14856450,58033,BANKNIFTY23FEB49000CE,BANKNIFTY,0.0,2023-02-23,49000.0,0.05,25,CE,NFO-OPT,NFO
14856706,58034,BANKNIFTY23FEB49000PE,BANKNIFTY,0.0,2023-02-23,49000.0,0.05,25,PE,NFO-OPT,NFO
12481538,48756,BANKNIFTY23FEBFUT,BANKNIFTY,0.0,2023-02-23,0.0,0.05,25,FUT,NFO-FUT,NFO
10856706,42409,FINNIFTY2322116000CE,FINNIFTY,0.0,2023-02-21,16000.0,0.05,40,CE,NFO-OPT,NFO
10856962,42410,FINNIFTY2322116000PE,FINNIFTY,0.0,2023-02-21,16000.0,0.05,40,PE,NFO-OPT,NFO
10860802,42425,FINNIFTY2322116100CE,FINNIFTY,0.0,2023-02-21,16100.0,0.05,40,CE,NFO-OPT,NFO
10861058,42426,FINNIFTY2322116100PE,FINNIFTY,0.0,2023-02-21,16100.0,0.05,40,PE,NFO-OPT,NFO
10867970,42453,FINNIFTY2322116200CE,FINNIFTY,0.0,2023-02-21,16200.0,0.05,40,CE,NFO-OPT,NFO
10928898,42691,FINNIFTY2322116200PE,FINNIFTY,0.0,2023-02-21,16200.0,0.05,40,PE,NFO-OPT,NFO
10929410,42693,FINNIFTY2322116300CE,FINNIFTY,0.0,2023-02-21,16300.0,0.05,40,CE,NFO-OPT,NFO
10929666,42694,FINNIFTY2322116300PE,FINNIFTY,0.0,2023-02-21,16300.0,0.05,40,PE,NFO-OPT,NFO
10929922,42695,FINNIFTY2322116400CE,FINNIFTY,0.0,2023-02-21,16400.0,0.05,40,CE,NFO-OPT,NFO
10930178,42696,FINNIFTY2322116400PE,FINNIFTY,0.0,2023-02-21,16400.0,0.05,40,PE,NFO-OPT,NFO
10931202,42700,FINNIFTY2322116500CE,FINNIFTY,0.0,2023-02-21,16500.0,0.05,40,CE,NFO-OPT,NFO
11110146,43399,FINNIFTY2322116500PE,FINNIFTY,0.0,2023-02-21,16500.0,0.05,40,PE,NFO-OPT,NFO
11110658,43401,FINNIFTY2322116600CE,FINNIFTY,0.0,2023-02-21,16600.0,0.05,40,CE,NFO-OPT,NFO
11307010,44168,FINNIFTY2322116600PE,FINNIFTY,0.0,2023-02-21,16600.0,0.05,40,PE,NFO-OPT,NFO
11308290,44173,FINNIFTY2322116700CE,FINNIFTY,0.0,2023-02-21,16700.0,0.05,40,CE,NFO-OPT,NFO
11308546,44174,FINNIFTY2322116700PE,FINNIFTY,0.0,2023-02-21,16700.0,0.05,40,PE,NFO-OPT,NFO
11309314,44177,FINNIFTY2322116800CE,FINNIFTY,0.0,2023-02-21,16800.0,0.05,40,CE,NFO-OPT,NFO
11309570,44178,FINNIFTY2322116800PE,FINNIFTY,0.0,2023-02-21,16800.0,0.05,40,PE,NFO-OPT,NFO
11310338,44181,FINNIFTY2322116900CE,FINNIFTY,0.0,2023-02-21,16900.0,0.05,40,CE,NFO-OPT,NFO
11312898,44191,FINNIFTY2322116900PE,FINNIFTY,0.0,2023-02-21,16900.0,0.05,40,PE,NFO-OPT,NFO
11313922,44195,FINNIFTY2322117000CE,FINNIFTY,0.0,2023-02-21,17000.0,0.05,40,CE,NFO-OPT,NFO
11419906,44609,FINNIFTY2322117000PE,FINNIFTY,0.0,2023-02-21,17000.0,0.05,40,PE,NFO-OPT,NFO
11420162,44610,FINNIFTY2322117050CE,FINNIFTY,0.0,2023-02-21,17050.0,0.05,40,CE,NFO-OPT,NFO
11720194,45782,FINNIFTY2322117050PE,FINNIFTY,0.0,2023-02-21,17050.0,0.05,40,PE,NFO-OPT,NFO
11720450,45783,FINNIFTY2322117100CE,FINNIFTY,0.0,2023-02-21,17100.0,0.05,40,CE,NFO-OPT,NFO
11720706,45784,FINNIFTY2322117100PE,FINNIFTY,0.0,2023-02-21,17100.0,0.05,40,PE,NFO-OPT,NFO
11803138,46106,FINNIFTY2322117150CE,FINNIFTY,0.0,2023-02-21,17150.0,0.05,40,CE,NFO-OPT,NFO
11939074,46637,FINNIFTY2322117150PE,FINNIFTY,0.0,2023-02-21,17150.0,0.05,40,PE,NFO-OPT,NFO
11939330,46638,FINNIFTY2322117200CE,FINNIFTY,0.0,2023-02-21,17200.0,0.05,40,CE,NFO-OPT,NFO
11939842,46640,FINNIFTY2322117200PE,FINNIFTY,0.0,2023-02-21,17200.0,0.05,40,PE,NFO-OPT,NFO
11940098,46641,FINNIFTY2322117250CE,FINNIFTY,0.0,2023-02-21,17250.0,0.05,40,CE,NFO-OPT,NFO
11940354,46642,FINNIFTY2322117250PE,FINNIFTY,0.0,2023-02-21,17250.0,0.05,40,PE,NFO-OPT,NFO
11940866,46644,FINNIFTY2322117300CE,FINNIFTY,0.0,2023-02-21,17300.0,0.05,40,CE,NFO-OPT,NFO
11941378,46646,FINNIFTY2322117300PE,FINNIFTY,0.0,2023-02-21,17300.0,0.05,40,PE,NFO-OPT,NFO
11941890,46648,FINNIFTY2322117350CE,FINNIFTY,0.0,2023-02-21,17350.0,0.05,40,CE,NFO-OPT,NFO
11942402,46650,FINNIFTY2322117350PE,FINNIFTY,0.0,2023-02-21,17350.0,0.05,40,PE,NFO-OPT,NFO
11942658,46651,FINNIFTY2322117400CE,FINNIFTY,0.0,2023-02-21,17400.0,0.05,40,CE,NFO-OPT,NFO
11943426,46654,FINNIFTY2322117400PE,FINNIFTY,0.0,2023-02-21,17400.0,0.05,40,PE,NFO-OPT,NFO
11943682,46655,FINNIFTY2322117450CE,FINNIFTY,0.0,2023-02-21,17450.0,0.05,40,CE,NFO-OPT,NFO
11943938,46656,FINNIFTY2322117450PE,FINNIFTY,0.0,2023-02-21,17450.0,0.05,40,PE,NFO-OPT,NFO
11944194,46657,FINNIFTY2322117500CE,FINNIFTY,0.0,2023-02-21,17500.0,0.05,40,CE,NFO-OPT,NFO
11944706,46659,FINNIFTY2322117500PE,FINNIFTY,0.0,2023-02-21,17500.0,0.05,40,PE,NFO-OPT,NFO
11944962,46660,FINNIFTY2322117550CE,FINNIFTY,0.0,2023-02-21,17550.0,0.05,40,CE,NFO-OPT,NFO
11945474,46662,FINNIFTY2322117550PE,FINNIFTY,0.0,2023-02-21,17550.0,0.05,40,PE,NFO-OPT,NFO
11946242,46665,FINNIFTY2322117600CE,FINNIFTY,0.0,2023-02-21,17600.0,0.05,40,CE,NFO-OPT,NFO
11948290,46673,FINNIFTY2322117600PE,FINNIFTY,0.0,2023-02-21,17600.0,0.05,40,PE,NFO-OPT,NFO
11949058,46676,FINNIFTY2322117650CE,FINNIFTY,0.0,2023-02-21,17650.0,0.05,40,CE,NFO-OPT,NFO
11949570,46678,FINNIFTY2322117650PE,FINNIFTY,0.0,2023-02-21,17650.0,0.05,40,PE,NFO-OPT,NFO
11949826,46679,FINNIFTY2322117700CE,FINNIFTY,0.0,2023-02-21,17700.0,0.05,40,CE,NFO-OPT,NFO
11950594,46682,FINNIFTY2322117700PE,FINNIFTY,0.0,2023-02-21,17700.0,0.05,40,PE,NFO-OPT,NFO
11950850,46683,FINNIFTY2322117750CE,FINNIFTY,0.0,2023-02-21,17750.0,0.05,40,CE,NFO-OPT,NFO
